"Sector_score","PARA_A","Score_A","Risk_A","PARA_B","Score_B","Risk_B","TOTAL","numbers","Risk_C","Money_Value","Score_MV","Risk_D","District_Loss","PROB","RiSk_E","History","Prob","Risk_F","Score","Inherent_Risk","CONTROL_RISK","Detection_Risk","Audit_Risk","Risk"
3.41,0.91,0.2,0.182,0,0.2,0,0.91,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,2.29436937722535,0.4,0.5,0.3164,"not.fraudulent"
3.41,1.12,0.4,0.448,0,0.200289855072463,0,1.12,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.848,0.4,0.5,0.3696,"not.fraudulent"
3.41,0.8,0.2,0.16,0,0.2,0,0.8,5,1,0.18,0.2,0.036,2,0.2,0.4,0,0.2,0,2,1.596,0.4,0.5,0.3192,"not.fraudulent"
3.41,0.65,0.2,0.13,0,0.2,0,0.65,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.53,0.4,0.5,0.306,"not.fraudulent"
3.41,0.63,0.2,0.126,0,0.2,0,0.63,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.02357081445395,1.526,0.4,0.5,0.3052,"not.fraudulent"
3.41,0.43,0.2,0.086,0,0.2,0,0.43,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.02357081445395,1.486,0.4,0.5,0.2972,"not.fraudulent"
36.8372015648567,0.17,0.2,0.034,0,0.2,0,0.17,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.434,0.4,0.5,0.2868,"not.fraudulent"
3.41,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
2.72,5.11,0.6,3.066,53.76,0.6,32.256,58.87,6,3.6,48.56,0.6,29.136,2,0.251269841269841,0.4,2,0.6,1.2,5.2,69.658,1.6,0.5,55.7264,"fraudulent"
2.72,4.05,0.6,2.43,21.66,0.6,12.996,25.71,5.5,2.2,18.45,0.6,11.07,2,0.2,0.4,0,0.2,0,4.4,29.096,0.4,0.5,5.8192,"fraudulent"
2.72,2.81,0.6,1.686,4.6,0.2,0.92,7.41,5,1,8.44,0.4,3.376,2,0.2,0.4,0,0.2,0,2.6,7.382,0.4,0.5,1.4764,"fraudulent"
2.72,4.43,0.6,2.658,61.47,0.6,36.882,65.9,5.5,2.27388528138528,39.65,0.6,23.79,2,0.2,0.4,0,0.2,0,4.4,65.93,0.4,0.5,13.186,"fraudulent"
2.72,3.48,0.6,2.088,17.85,0.6,10.71,21.33,5,1,9.53,0.4,3.812,2,0.2,0.4,0,0.2,0,3.8,18.01,0.4,0.5,3.602,"fraudulent"
2.72,4.34,0.6,2.604,24.13,0.6,14.478,28.47,5,1,3.42,0.2,0.684,2,0.2,0.4,0,0.2,0,3.6,19.166,0.4,0.5,3.8332,"fraudulent"
2.72,3.62,0.6,2.172,8.37,0.4,3.348,11.99,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3.63467280758457,6.92,0.4,0.5,1.384,"fraudulent"
2.72,1.65,0.4,0.66,20.86,0.6,12.516,22.51,5,1,16.91,0.6,10.146,2,0.2,0.4,0,0.2085,0,3.8,24.722,0.4,0.5,4.9444,"fraudulent"
2.72,3.43,0.6,2.058,1.53,0.2,0.306,4.96,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.764,0.4,0.5,0.7528,"not.fraudulent"
2.72,3.84,0.6,2.304,98.67,0.6,59.202,102.51,5,1,29.4735013541661,0.6,7.74,2,0.2,0.4,0,0.2,0,4,70.646,0.4,0.5,14.1292,"fraudulent"
2.72,7.42,0.6,4.452,115.87,0.6,69.522,123.29,6,3.6,6.79,0.4,2.716,2,0.2,0.4,0.470694444444444,0.4,0.4,4.8,81.09,0.8,0.5,32.436,"fraudulent"
2.72,7.07,0.6,4.242,35.48,0.6,21.288,42.55,5,1,8.76,0.4,3.504,2,0.2,0.4,0,0.2085,0,3.8,30.434,0.4,0.5,6.0868,"fraudulent"
2.72,3.26,0.6,1.956,5.55,0.4,2.22,8.81,5,1,0.21,0.2,0.042,6,0.2,1.2,0,0.2,0,3.4,6.418,1.2,0.5,3.8508,"fraudulent"
2.72,5.5,0.6,3.3,93.26,0.6,55.956,98.76,5,1,14.27,0.6,8.562,2,0.2,0.4,0.202837301587302,0.2,0,4,69.218,0.4,0.5,13.8436,"fraudulent"
2.72,4.6,0.6,2.76,54.99,0.6,32.994,59.59,5,1,14.1,0.6,8.46,2,0.2,0.4,0,0.2,0,4,45.614,0.4,0.5,9.1228,"fraudulent"
2.72,5.65,0.6,3.39,67.16,0.6,40.296,72.81,6,3.6,27.23,0.6,16.338,2,0.251269841269841,0.4,0,0.2,0,4.8,64.024,0.4,0.5,12.8048,"fraudulent"
2.72,1.33,0.4,0.532,0.35,0.2,0.07,1.68,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.002,0.4,0.5,0.4004,"not.fraudulent"
2.72,1.73,0.4,0.692,5.64,0.4,2.256,7.37,5,1.00149545772187,13.35,0.6,8.01,2,0.2,0.4,0,0.2,0,3.2,12.358,0.4,0.5,2.4716,"fraudulent"
2.72,3.22,0.6,1.932,55.64,0.6,33.384,58.86,5.12087912087912,1,80.8,0.6,48.48,2,0.4,0.8,0,0.2,0,4.2,85.596,0.8,0.5,34.2384,"fraudulent"
2.72,2.41,0.6,1.446,5.28,0.4,2.112,7.69,5,1,8.95,0.495114619883041,3.58,4,0.2,0.8,0,0.2,0,3.4,8.938,0.8,0.5,3.5752,"fraudulent"
2.72,1.75,0.4,0.7,0.503142863237715,0.2,0.114,2.32,5,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.4,2.614,0.8,0.5,1.0456,"fraudulent"
2.72,2.18,0.6,1.308,30.81,0.6,18.486,32.99,5,1,5.8,0.495114619883041,2.32,4,0.2,0.8,0,0.2,0,4,23.914,0.8,0.5,9.5656,"fraudulent"
2.72,3.26,0.6,1.956,2.81,0.2,0.562,6.07,6,3.6,21.6,0.6,12.96,4,0.2,0.8,0,0.2,0,3.8,19.878,0.8,0.5,7.9512,"fraudulent"
2.72,4.53,0.6,2.718,87.93,0.6,52.758,92.46,5.12087912087912,1,85.81,0.6,51.486,2,0.2,0.4,0,0.2,0,4,108.362,0.4,0.5,21.6724,"fraudulent"
2.72,4.97,0.6,2.982,42.19,0.6,25.314,47.16,5.5,2.2,45.37,0.6,27.222,2,0.2,0.4,0,0.2,0,4.4,62.2060361904762,0.4,0.5,11.6236,"fraudulent"
2.72,2.13,0.6,1.278,0.59,0.200289855072463,0.118,2.72,5,1,0.76,0.2,0.152,2,0.2,0.4,0,0.2,0,2.4,2.948,0.4,0.5,0.5896,"not.fraudulent"
2.72,1.64,0.4,0.656,0.19,0.2,0.038,1.83,5,1.00149545772187,1.59,0.2,0.318,2,0.2,0.4,0,0.2,0,2.2,2.412,0.4,0.5,0.4824,"not.fraudulent"
2.72,3.99,0.6,2.394,92.05,0.6,55.23,96.04,5,1,15.14,0.6,9.084,2,0.2,0.4,1,0.297075702075702,0.4,4.2,68.508,0.8,0.5,27.4032,"fraudulent"
2.72,2.68,0.6,1.608,38.32,0.6,22.992,41,5,1,7.17,0.4,2.868,2,0.2,0.4,0,0.2,0,3.8,28.868,0.4,0.5,5.7736,"fraudulent"
2.72,2.13,0.6,1.278,42.64,0.6,25.584,44.77,5,1,18.24,0.6,10.944,2,0.2,0.4,0,0.2,0,4,39.206,0.4,0.5,7.8412,"fraudulent"
2.72,4.28,0.6,2.568,1264.63,0.6,758.778,1268.91,5.5,2.2,58.86,0.6,35.316,6,0.2,1.2,2,0.6,1.2,5.2,801.262,2.4,0.5,961.5144,"fraudulent"
2.72,4.36,0.6,2.616,33.91,0.6,20.346,38.27,5.60829420579421,2.2,6.06,0.4,2.424,6,0.4,2.4,0,0.2,0,4.8,29.986,2.4,0.5,35.9832,"fraudulent"
2.72,2.23,0.6,1.338,4.54,0.2,0.908,6.77,5,1,22.8,0.6,13.68,6,0.2,1.2,0,0.2,0,3.2,18.126,1.2,0.5,10.8756,"fraudulent"
2.72,3.04,0.6,1.824,67.37,0.6,40.422,70.41,6.5,3.9,77.47,0.6,46.482,2,0.2,0.4,0,0.234615384615384,0,4.8,93.028,0.4,0.5,18.6056,"fraudulent"
2.72,1.19,0.4,0.476,122.07,0.6,73.242,123.26,5,1,15.2,0.592336842105263,9.12,2,0.2,0.4,0,0.2,0,3.8,84.238,0.4,0.5,16.8476,"fraudulent"
2.72,1.35,0.4,0.54,0,0.2,0,1.35,6,3.6,680.14,0.6,408.084,2,0.2,0.4,0,0.2,0,3.4,42.0692472752737,0.4,0.5,82.5248,"fraudulent"
2.72,1.14,0.4,0.456,0,0.2,0,1.14,5,1,0.71,0.2,0.142,2,0.2,0.4,0,0.2,0,2.2,1.998,0.4,0.5,0.3996,"not.fraudulent"
2.72,1.51,0.4,0.604,0,0.2,0,1.51,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.004,0.4,0.5,0.4008,"not.fraudulent"
2.72,1.13,0.4,0.452,0,0.2,0,1.13,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.852,0.4,0.5,0.3704,"not.fraudulent"
2.72,0.96,0.2,0.192,0,0.2,0.182530341258297,0.96,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.592,0.4,0.5,0.3184,"not.fraudulent"
2.72,1.6,0.4,0.64,0,0.2,0,1.6,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.04,0.4,0.5,0.408,"not.fraudulent"
2.72,1.34,0.4,0.536,0,0.2,0,1.34,5,1,0,0.2,0,4,0.2,0.8,0,0.2,0.00666666666666667,2.4,2.336,0.8,0.5,0.9344,"not.fraudulent"
2.72,1.6,0.4,0.64,0,0.2,0,1.6,5,1,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0,2.2,2.052,0.4,0.5,0.4104,"not.fraudulent"
2.72,1.13,0.4,0.452,0,0.2,0,1.13,5,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2.2,1.856,0.4,0.5,0.3712,"not.fraudulent"
2.72,0,0.2,0,0,0.2,0,1.13920872411133,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
2.72,1.05,0.4,0.42,0,0.2,0,1.05,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.82,0.4,0.5,0.364,"not.fraudulent"
2.72,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.402303999339318,0.5,0.28,"not.fraudulent"
2.72,0,0.2,0,0,0.2,0,0,5,1,30.85,0.6,18.51,2,0.2,0.4,0,0.2,0,2.4,19.91,0.4,0.5,3.982,"fraudulent"
2.72,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.8,0.8,0.5,0.72,"not.fraudulent"
2.72,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,2.29436937722535,0.4,0.5,0.28,"not.fraudulent"
2.72,0.84,0.2,0.168,0,0.2,0,0.84,5,1,8.21,0.4,3.284,2,0.2,0.4,0,0.2,0,2.2,4.852,0.4,0.5,0.9704,"not.fraudulent"
2.72,0.85,0.2,0.103816965569782,0,0.2,0,0.85,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.57,0.4,0.5,0.314,"not.fraudulent"
2.72,0,0.2,0,0.28,0.2,0.056,0.28,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.456,0.4,0.5,0.2912,"not.fraudulent"
2.72,0,0.2,0,0.62,0.2,0.124,0.62,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.524,0.4,0.5,0.3048,"not.fraudulent"
2.37,1.63,0.4,0.652,5.86,0.6,3.516,7.49,5,1,3.69,0.2,0.738,2,0.2,0.4,0,0.2,0,3.4,6.306,0.4,0.5,1.2612,"fraudulent"
2.37,3.75,0.6,2.25,1.25,0.410939007217039,0.5,5,6,3.6,11.25,0.6,6.75,6,0.2,1.2,0,0.2,0,4.6,14.3,1.2,0.5,8.58,"fraudulent"
2.37,2.29,0.6,1.374,2.64,0.6,1.584,4.93,5,1,3.08,0.2,0.616,2,0.2,0.4,0,0.2,0,3.63467280758457,4.974,0.4,0.5,0.9948,"not.fraudulent"
2.37,2.21,0.6,1.326,5.21,0.6,3.126,7.42,5,1,3.43,0.2,0.686,2,0.2,0.4,0,0.2,0,3.6,6.538,0.4,0.5,1.3076,"fraudulent"
2.37,2.22,0.6,1.332,6.23,0.6,3.738,8.45,5,1,0.89,0.2,0.178,2,0.2,0.4,0,0.2,0,3.6,6.648,0.4,0.5,1.3296,"fraudulent"
2.37,1.67,0.4,0.668,0.39,0.2,0.078,2.06,5,1,1.43,0.2,0.286,2,0.2,0.4,0,0.2,0,2.2,2.432,0.4,0.5,0.4864,"not.fraudulent"
2.37,2.59,0.6,1.554,0.66,0.2,0.132,3.25,5,1,1.28,0.2,0.256,2,0.2,0.4,0,0.2,0,2.4,3.342,0.4,0.5,0.6684,"not.fraudulent"
2.37,3.42,0.6,2.052,10.55,0.6,6.33,13.97,5,1,6.96,0.4,2.784,2,0.2,0.4,0,0.2,0,3.8,12.566,0.4,0.5,2.5132,"fraudulent"
2.37,3.61,0.6,2.166,2.13,0.6,1.278,5.74,5,1,5.41,0.4,2.164,2,0.4,0.8,2,0.6,1.2,4.4,8.608,2,0.5,8.608,"fraudulent"
2.37,1.86,0.4,0.744,4.51,0.6,2.706,6.37,5,1,7.27,0.4,2.908,2,0.2,0.4,0,0.2,0,3.6,7.758,0.4,0.5,1.5516,"fraudulent"
3.30669709016955,1.9,0.4,0.76,7.97,0.6,4.782,9.87,5,1,8.6,0.4,3.44,2,0.2,0.4,1,0.4,0.4,3.8,10.782,0.8,0.5,4.3128,"fraudulent"
2.37,2.6,0.6,1.56,1.14,0.4,0.456,3.74,5,1,9.13479312293376,0.4,3.504,2,0.2,0.4,1,0.4,0.4,3.4,7.32,0.8,0.5,2.928,"fraudulent"
2.37,3.81,0.6,2.286,11.52,0.6,6.912,15.33,5,1,3.25,0.2,0.65,4,0.2,0.8,0,0.2,0.0266666666666667,3.8,11.648,0.8,0.5,4.6592,"fraudulent"
2.37,2.22,0.6,1.332,3.4,0.6,2.04,5.62,5,1,26.28,0.6,15.768,2,0.2,0.4,1,0.4,0.4,4.2,20.94,0.8,0.5,8.376,"fraudulent"
2.37,0.96,0.2,0.192,0.503142863237715,0.2,0.024,1.08,5,1,0.22,0.2,0.044,2,0.2,0.4,0,0.2,0,2,1.66,0.4,0.5,0.332,"not.fraudulent"
2.37,0.81,0.2,0.162,3.944057106684,0.6,2.76,5.41,5,1,1.82,0.2,0.364,2,0.2,0.4,0,0.2,0,3.2,4.686,0.4,0.5,0.9372,"not.fraudulent"
2.37,1.25,0.4,0.5,0.02,0.2,0.004,1.27,5,1,0.82,0.2,0.164,2,0.2,0.4,0,0.2,0,2.2,2.068,0.4,0.5,0.4136,"not.fraudulent"
2.37,0.44,0.2,0.088,0.02,0.2,0.004,0.46,5,1,27.1,0.6,16.26,6,0.2,1.2,0,0.2,0,2.8,42.0692472752737,1.2,0.5,11.1312,"fraudulent"
2.37,1.31,0.4,0.524,0.12,0.2,0.024,1.43,5.5,2.2,0,0.2,0,6,0.2,1.2,0,0.2,0,3,3.948,1.2,0.5,2.3688,"fraudulent"
2.37,0.39,0.2,0.078,0.14,0.2,0.028,0.53,5,1,0.58,0.2,0.116,2,0.2,0.4,0,0.2,0,2,1.622,0.4,0.5,0.3244,"not.fraudulent"
2.37,0.42,0.2,0.084,0.27,0.2,0.054,0.69,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.538,0.4,0.5,0.3076,"not.fraudulent"
2.37,1.07,0.4,0.428,0.59,0.2,0.118,1.66,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.946,0.4,0.5,0.3892,"not.fraudulent"
2.37,1.29,0.4,0.516,0.25,0.2,0.05,1.54,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.966,0.4,0.5,0.3932,"not.fraudulent"
2.37,0.02,0.2,0.004,0.87,0.2,0.174,0.89,5,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,2,1.586,0.4,0.5,0.538966473132492,"not.fraudulent"
2.37,1.46,0.4,0.584,0.55,0.2,0.11,2.01,5,1,0.67,0.2,0.134,2,0.2,0.4,0,0.2,0,2.2,2.29436937722535,0.4,0.5,0.4456,"not.fraudulent"
2.37,0.84,0.2,0.168,0.06,0.2,0.012,0.9,5,1,0.72,0.2,0.144,2,0.2,0.4,0,0.2,0,2,1.724,0.4,0.5,0.3448,"not.fraudulent"
2.37,0.39,0.2,0.078,0.47,0.200289855072463,0.094,0.86,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.572,0.4,0.5,0.3144,"not.fraudulent"
2.37,0.47,0.2,0.094,0.29,0.2,0.182530341258297,0.76,5,1,0.07,0.2,0.014,2,0.2,0.4,0,0.2,0,2,1.566,0.4,0.5,0.3132,"not.fraudulent"
2.37,3.35,0.6,2.01,0.99,0.200289855072463,0.198,4.34,5,1,0.12,0.2,0.024,2,0.2,0.4,0,0.2,0,2.4,3.632,0.4,0.5,0.7264,"not.fraudulent"
2.37,0.32,0.2,0.064,0.49,0.2,0.098,2.43276631117601,5,1,6.73,0.4,2.692,6,0.2,1.2,0,0.2,0,2.6,5.054,1.2,0.5,3.0324,"fraudulent"
2.37,0.51,0.2,0.102,0,0.2,0,0.51,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.302,1.2,0.5,1.3812,"fraudulent"
2.37,0.286311820693394,0.2,0.062,0.69,0.2,0.138,1,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.6,0.4,0.5,0.32,"not.fraudulent"
2.37,0.61,0.2,0.103816965569782,1.54,0.4,0.616,2.15,5,1,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0,2.6,2.252,0.4,0.5,0.4504,"not.fraudulent"
2.37,0.26,0.2,0.052,0.17,0.2,0.034,0.43,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.486,0.4,0.5,0.2972,"not.fraudulent"
2.37,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,0.5,1.32,"fraudulent"
2.37,1.27,0.4,0.508,1.01,0.4,0.404,2.28,5,1,1.15,0.2,0.23,2,0.2,0.4,0,0.2,0,2.8,2.542,0.402303999339318,0.5,0.5084,"not.fraudulent"
2.37,1.62,0.4,0.648,0.49,0.2,0.098,2.11,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.146,0.4,0.5,0.4292,"not.fraudulent"
2.37,1.54,0.4,0.616,0.46,0.2,0.092,2,5,1,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0,2.2,2.222,0.4,0.5,0.4444,"not.fraudulent"
2.37,0.76,0.2,0.152,0.34,0.2,0.068,1.1,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.42,1.2,0.5,1.452,"fraudulent"
2.37,0.38,0.2,0.076,0.85,0.2,0.17,1.23,5,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,2,1.654,0.4,0.5,0.3308,"not.fraudulent"
2.37,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
2.37,0.02,0.2,0.103816965569782,0.05,0.2,0.01,0.07,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.414,0.4,0.5,0.2828,"not.fraudulent"
2.37,0.14,0.2,0.028,0.08,0.2,0.016,0.22,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.444,0.4,0.5,0.2888,"not.fraudulent"
2.37,0.09,0.2,0.018,0,0.2,0,0.09,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.418,0.4,0.5,0.2836,"not.fraudulent"
2.37,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.538966473132492,"not.fraudulent"
2.37,0.01,0.2,0.002,0.007,0.2,0.0014,0.017,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4034,0.4,0.5,0.28068,"not.fraudulent"
2.37,0.17,0.2,0.034,0.04,0.2,0.008,0.21,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.442,0.4,0.5,0.2884,"not.fraudulent"
2.37,1.66,0.4,0.664,0.83,0.2,0.166,2.49,5,1,0.31,0.2,0.062,6,0.2,1.2,0,0.2,0,2.6,3.092,1.2,0.5,1.8552,"fraudulent"
2.37,0.5,0.2,0.1,0.04,0.2,0.008,0.54,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.308,1.2,0.5,1.3848,"fraudulent"
2.37,0.9,0.2,0.18,0.29,0.2,0.058,1.19,5,1,1.22,0.2,0.244,6,0.2,1.2,0,0.2,0,2.4,2.682,1.2,0.5,1.6092,"fraudulent"
2.37,0,0.2,0,0,0.2,0,0,5,1,0.23,0.2,0.046,5.88421052631579,0.2,1.2,0,0.2,0,2.4,2.246,1.2,0.5,1.3476,"fraudulent"
1.99,57.03,0.6,34.218,134.33,0.6,80.598,191.36,5.12087912087912,1,844.37,0.6,506.622,2,0.2,0.4,0,0.2,0,4,622.838,0.4,0.5,124.5676,"fraudulent"
1.99,1.52,0.4,0.608,0,0.200289855072463,0,1.52,5,1,6.96,0.4,2.784,2,0.2,0.4,0,0.2,0,2.4,4.792,0.4,0.5,0.9584,"not.fraudulent"
1.99,0.9,0.2,0.18,0,0.2,0,0.9,5,1,1.95,0.2,0.39,2,0.2,0.4,0,0.2,0,2,2.29436937722535,0.4,0.5,0.394,"not.fraudulent"
1.99,1.19,0.4,0.476,0,0.2,0,1.19,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.876,0.4,0.5,0.3752,"not.fraudulent"
1.99,0.93,0.2,0.186,0,0.2,0,0.93,5,1,0.428890860190197,0.2,0.022,2,0.2,0.4,0,0.2,0,2,1.608,0.4,0.5,0.3216,"not.fraudulent"
1.99,1.71,0.4,0.684,0,0.200289855072463,0,1.71,5,1,0.09,0.2,0.018,2,0.2,0.4,0,0.2,0,2.2,2.102,0.4,0.5,0.4204,"not.fraudulent"
1.99,0.76,0.2,0.152,0,0.2,0,0.76,5,1,7.48,0.4,2.992,2,0.2,0.4,0,0.2,0,2.2,4.544,0.4,0.5,0.9088,"not.fraudulent"
1.99,0.96,0.2,0.192,0,0.2,0,0.96,5,1,9.45,0.4,3.78,2,0.2,0.401339133625349,0,0.2,0,2.2,5.372,0.4,0.5,1.0744,"fraudulent"
1.99,1.26,0.4,0.504,0,0.2,0,1.26,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.904,0.4,0.5,0.3808,"not.fraudulent"
1.99,0.55,0.2,0.11,0,0.2,0,0.55,5,1,0.67,0.2,0.134,2,0.2,0.4,0,0.2,0,2,1.644,0.4,0.5,0.3288,"not.fraudulent"
1.99,0.29,0.2,0.058,0,0.2,0,0.29,5,1,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0,2,1.47,0.4,0.5,0.294,"not.fraudulent"
1.99,1.34,0.4,0.536,0,0.2,0,1.34,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.936,0.4,0.5,0.3872,"not.fraudulent"
1.99,0.56,0.2,0.112,0.503142863237715,0.2,0,0.56,5,1,1.75,0.2,0.35,2,0.2,0.4,0,0.2,0,2,1.862,0.4,0.5,0.3724,"not.fraudulent"
1.99,0.86,0.2,0.172,0,0.2,0,0.86,5,1,0,0.2,0,5.88421052631579,0.2,1.2,0,0.2,0,2.4,2.372,1.2,0.5,1.4232,"fraudulent"
1.99,1.62,0.4,0.648,0,0.2,0,1.62,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.6,2.848,1.2,0.5,1.7088,"fraudulent"
1.99,0.59,0.2,0.118,0,0.2,0,0.59,5,1.00149545772187,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.318,1.2,0.5,1.3908,"fraudulent"
1.99,1.1,0.4,0.44,0,0.2,0,1.1,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.84,0.4,0.5,0.368,"not.fraudulent"
1.99,1.03,0.4,0.412,0,0.2,0,1.03,5,1,27.28,0.6,16.368,2,0.2,0.4,0,0.2,0,2.6,18.18,0.4,0.5,3.636,"fraudulent"
1.99,0.66,0.2,0.132,0,0.2,0,0.66,5,1,0.73,0.2,0.146,2,0.2,0.4,0,0.2,0,2,1.678,0.4,0.5,0.3356,"not.fraudulent"
1.99,0.48,0.2,0.096,0,0.2,0,0.48,5,1,0.47,0.2,0.094,2,0.2,0.4,0,0.2,0,2,1.59,0.4,0.5,0.318,"not.fraudulent"
1.99,0.43,0.2,0.086,0,0.2,0,0.43,5,1,13.54,0.6,8.124,2,0.2,0.4,0,0.2,0,2.4,9.61,0.4,0.5,1.922,"fraudulent"
1.99,1.14,0.4,0.456,0,0.2,0,1.14,5,1,41.82,0.6,25.092,2,0.2,0.4,0,0.2,0,2.6,26.948,0.4,0.5,5.3896,"fraudulent"
